
[command] Kanoon’s Best Amigos | 2021-10-28 13:12:28.736071 | pleumpwr#4479 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 13:03:49.951135 | pp4rosie#2007 | jek play la vie en rose andrea bocelli
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 13:03:55.583993 | pp4rosie#2007 | jek play con te partiro
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 13:16:10.073042 | pp4rosie#2007 | jek play ucl anthem
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 13:35:19.122329 | pp4rosie#2007 | jek play top 5 sounds ever recorded
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 13:38:14.589783 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=Zxe4ZVDqMTM
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 14:30:35.012848 | แว่นแดง#5640 | jek checkin
[command] GLHFGGEZ | 2021-11-11 14:30:43.902380 | แว่นแดง#5640 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 15:12:19.908017 | pp4rosie#2007 | jek play 两个礼拜以后 速度与激情9
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 15:30:49.430912 | pp4rosie#2007 | jek play red sun in the sky
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 15:42:02.875382 | pp4rosie#2007 | jek play https://youtu.be/WNPKRjNEZ5E
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 16:02:40.601617 | pp4rosie#2007 | jek play super idol 的笑容
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 16:06:41.282779 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=sfjSw5JR0b0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 16:06:59.749839 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 17:31:03.639130 | แว่นแดง#5640 | jek play https://www.youtube.com/watch?v=0aUav1lx3rA
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 17:35:18.490397 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=fvha2ZHWwAw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 17:47:26.274791 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=DKpaKHUlyBY&t=153s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 17:51:20.947834 | pp4rosie#2007 | jek play https://youtu.be/oG-l82oxUsk
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 17:52:07.942072 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=tqxk6bOmJ2s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 17:52:20.469861 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 17:52:34.583635 | pp4rosie#2007 | jek resume
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 17:52:39.354611 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 17:55:49.149629 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=v8nQIFKrKXA
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:00:12.234471 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=soiuihi8r58
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:01:12.205395 | pp4rosie#2007 | jek play https://youtu.be/XSz5EYTvsic
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:08:24.415334 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=rkZpqIcwsfk
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:09:44.606859 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=B2NvScyr6A0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:27:33.626615 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=-MwvArHOIks&t=12s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:43:11.827985 | pp4rosie#2007 | jek play https://youtu.be/wD2tdh1-aOg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:43:25.934255 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:43:31.643015 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:43:42.813107 | pp4rosie#2007 | jek leave
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:43:46.888809 | pp4rosie#2007 | jek play https://youtu.be/wD2tdh1-aOg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:44:06.003034 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:45:38.683329 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=0UzTEyO8rPM
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:49:58.842847 | pp4rosie#2007 | jek queue
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:50:36.558155 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=Xu4ZLNfiTq8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 18:55:25.207443 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=Xu4ZLNfiTq8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-11 19:06:07.087038 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=bgRsjCKrNJ8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 01:50:55.540373 | QGIS#6129 | Jek match
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 04:12:47.031286 | แว่นแดง#5640 | jek checkin
[command] GLHFGGEZ | 2021-11-12 04:12:56.257244 | แว่นแดง#5640 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 04:13:02.156186 | แว่นแดง#5640 | jek match
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 06:41:02.537664 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=nRJ4_iQPMZo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 06:46:49.917840 | QGIS#6129 | jek play fly me to the moon rei
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 06:47:34.690836 | pp4rosie#2007 | jek play volons vers la lune
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 06:48:59.942250 | QGIS#6129 | jek play fly me to the mon Rei #5
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 06:52:59.197159 | QGIS#6129 | jek play fly me to the mon Yoko Takahashi Acid Bossa
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 06:55:28.176779 | pp4rosie#2007 | jek play con te partiro
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 06:59:59.217410 | QGIS#6129 | jek p https://www.youtube.com/watch?v=eHDfGa3XlVo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 07:04:10.618642 | pp4rosie#2007 | jek play https://youtu.be/WNPKRjNEZ5E
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 07:20:24.006895 | pp4rosie#2007 | jek play la vie en rose
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 07:20:58.331478 | pp4rosie#2007 | jek play la vie en rose edith piaf
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 07:25:36.820575 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=DKpaKHUlyBY&t=153s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 07:31:06.183352 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=fTB3E0O-5Bg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 07:31:51.247034 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 07:36:59.138745 | pp4rosie#2007 | jek play shinji tanimura subaru
[command] Be Better 8 | 2021-11-12 08:56:39.839674 | Enguwu#4435 | jek help
[command] Be Better 8 | 2021-11-12 08:56:57.968774 | Enguwu#4435 | jek wallet
[command] Be Better 8 | 2021-11-12 08:57:01.922709 | ninnnn#6949 | jek wallet
[command] Be Better 8 | 2021-11-12 08:57:18.485407 | Enguwu#4435 | jek give <@!428242309369298971>  1000
[command] Be Better 8 | 2021-11-12 08:57:34.996038 | ninnnn#6949 | jek give <@!428242309369298971> 5
[command] Be Better 8 | 2021-11-12 08:57:44.490630 | Enguwu#4435 | jek wallet
[command] Be Better 8 | 2021-11-12 08:57:49.640140 | ninnnn#6949 | jek wallet
[command] Be Better 8 | 2021-11-12 08:57:57.837029 | Enguwu#4435 | jek bet
[command] Be Better 8 | 2021-11-12 08:58:15.259726 | phunjanna#9775 | jek give <@!428242309369298971> 1000
[command] Be Better 8 | 2021-11-12 08:58:24.648064 | Vader#4524 | jek give @ENG loves tontawan 1000
[command] Be Better 8 | 2021-11-12 08:58:33.742333 | phunjanna#9775 | jek wallet
[command] Be Better 8 | 2021-11-12 08:58:48.186697 | phunjanna#9775 | jek give <@!428242309369298971> 1000
[command] Be Better 8 | 2021-11-12 08:58:49.198343 | Vader#4524 | jek give <@!428242309369298971>  1000
[command] Be Better 8 | 2021-11-12 08:58:58.390342 | Enguwu#4435 | jek wallet
[command] Be Better 8 | 2021-11-12 08:59:19.921570 | Enguwu#4435 | jek wallet
[command] Be Better 8 | 2021-11-12 08:59:33.426823 | phunjanna#9775 | jek give <@!428242309369298971> 1000
[command] Be Better 8 | 2021-11-12 08:59:42.583270 | Enguwu#4435 | jek wallet
[command] Be Better 8 | 2021-11-12 09:00:02.816452 | Enguwu#4435 | jek wallet
[command] Be Better 8 | 2021-11-12 09:00:06.398839 | Enguwu#4435 | jek clean
[command] Be Better 8 | 2021-11-12 09:00:11.821791 | Enguwu#4435 | jek bet
[command] Be Better 8 | 2021-11-12 09:00:28.183625 | Enguwu#4435 | jek match
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 09:51:06.662229 | pp4rosie#2007 | jek play https://youtu.be/-Ua-gQBbtMs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 10:25:23.820011 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=RHb5LKnnxLg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 11:47:35.528083 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=fc1xsOr9Zek
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 11:55:38.354043 | pp4rosie#2007 | Jek play เพื่อดาวดวงนั้น
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 12:51:46.467209 | pp4rosie#2007 | jek play boy with luv
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 12:52:01.756237 | pp4rosie#2007 | jek play con te partiro
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 12:52:13.964973 | pp4rosie#2007 | jek play andrea bocelli la vie en rose
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 15:34:00.655199 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=2kPSO7WA3qY
[command] Kanoon’s Best Amigos | 2021-11-12 16:02:50.949183 | ....#6809 | Jek play https://www.youtube.com/watch?v=G63pdyMLBv0
[command] Kanoon’s Best Amigos | 2021-11-12 16:03:54.566834 | ....#6809 | jek play https://www.youtube.com/watch?v=VKq2flvS7dw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 16:36:07.664047 | QGIS#6129 | Jek checkin
[command] Kanoon’s Best Amigos | 2021-11-12 16:49:05.946279 | lordstone#8830 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-12 16:49:25.823180 | pp4rosie#2007 | jek clear
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 18:42:43.595446 | pp4rosie#2007 | jek play i'll never dance again
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 18:43:00.878528 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 18:44:09.415305 | pp4rosie#2007 | jek play i'll never dance again wynners
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 18:47:07.445526 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=CGXg--8e8cY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 18:55:29.217331 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=Z842dU1AKus
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:00:55.722082 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=qB9iL_ex8ZI&t=2s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:03:06.919358 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=DcDqA8hfJCw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:16:59.350073 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=NueVuxi7tC4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:44:12.032697 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=EmHYhDXz-Zs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:44:52.484130 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=EmHYhDXz-Zs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:45:00.476613 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:45:09.557162 | pp4rosie#2007 | jek leave
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:45:12.936522 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=EmHYhDXz-Zs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:45:58.479916 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:46:00.836607 | pp4rosie#2007 | jek queue
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:46:05.510011 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=EmHYhDXz-Zs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:46:33.540115 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=VKNhE_trdNw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:47:33.500105 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=gxCyNmg6Tkw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:47:50.727443 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=gxCyNmg6Tkw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:48:06.522475 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=gxCyNmg6Tkw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 19:48:28.788466 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=VKNhE_trdNw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 20:07:15.535016 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=LGYUemYWQXw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 20:08:26.179162 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=LGYUemYWQXw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 20:22:02.496387 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=5Kv3tDJUGy4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-12 20:22:42.401402 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=tiow6uMGn8w
[command] GLHFGGEZ | 2021-11-13 04:06:40.942787 | เพื่อนมึงไง#5065 | jek checkin
[command] GLHFGGEZ | 2021-11-13 08:21:10.005647 | แว่นแดง#5640 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 08:21:13.158731 | แว่นแดง#5640 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 08:21:40.510340 | QGIS#6129 | Jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 09:28:08.941885 | pp4rosie#2007 | jek play https://youtu.be/fiuvh5eR7js
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 09:28:27.419477 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 09:28:34.737806 | pp4rosie#2007 | jek leave
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 09:28:40.127467 | pp4rosie#2007 | jek play https://youtu.be/fiuvh5eR7js
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 09:33:18.494945 | pp4rosie#2007 | jek play 巩金瓯
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 09:33:21.200063 | QGIS#6129 | jek help
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 09:38:16.926963 | QGIS#6129 | jek play op destiny ED
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 09:38:39.835345 | QGIS#6129 | jek dis
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 09:38:44.645263 | QGIS#6129 | jek leave
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 09:38:54.669824 | QGIS#6129 | jek p op density ED
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 09:39:21.272041 | QGIS#6129 | jek p SYMPHONIA』by Mika Nakashima
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 09:46:54.848113 | pp4rosie#2007 | jek play https://youtu.be/5WNIXi-4mao
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:21:17.153974 | pp4rosie#2007 | jek play symphonie cween
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:21:30.434136 | QGIS#6129 | jek play les feuilles
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:21:50.791005 | QGIS#6129 | jek leave
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:22:01.078568 | QGIS#6129 | jek p Les Feuilles mortar
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:22:02.037926 | pp4rosie#2007 | jek play symphonie cween french
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:22:46.580476 | QGIS#6129 | jek p les feuilles mortes lisa
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:24:24.828519 | pp4rosie#2007 | jek play https://youtu.be/beamS4GZ5T8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:24:51.549884 | pp4rosie#2007 | jek play https://youtu.be/OdH0lxskZ5c
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:25:27.486697 | pp4rosie#2007 | jek play https://youtu.be/beamS4GZ5T8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:25:37.144715 | QGIS#6129 | jek p les feuilles mortes lisa
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:28:24.158484 | pp4rosie#2007 | jek play https://youtu.be/dCDqfAvrQ4s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:34:50.439471 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=DKpaKHUlyBY&t=153s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:39:13.573512 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=aTYgMlCIBgE
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:43:59.046672 | pp4rosie#2007 | jek play 玩吓啦 温拿乐队
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:48:12.244481 | pp4rosie#2007 | jek play 一生何求
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:54:39.286639 | pp4rosie#2007 | jek play https://youtu.be/YaZ5eV9BEX8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 10:56:59.272472 | QGIS#6129 | jek p virginity syndrome
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 11:03:12.957059 | pp4rosie#2007 | jek play hana shinji tanimura
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 11:03:55.507328 | QGIS#6129 | jek p trauma
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 11:04:20.452693 | QGIS#6129 | jek p TRAUMA afterlife
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 11:04:37.539335 | QGIS#6129 | jek p TRAUMA after death
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 11:13:24.174699 | pp4rosie#2007 | jek play https://youtu.be/JcyUB-33dIg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 11:16:39.173500 | pp4rosie#2007 | jek play https://youtu.be/AFEHYepUwPI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 11:19:23.337784 | pp4rosie#2007 | jek play https://youtu.be/grGmMSMiViI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 11:22:55.535630 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=uy2LRxdlgWA
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 12:08:07.122256 | pp4rosie#2007 | jek play https://youtu.be/aS6KqzsJ84g
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 12:09:14.103705 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 12:09:28.697718 | pp4rosie#2007 | jek leave
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 12:09:32.688896 | pp4rosie#2007 | jek play https://youtu.be/aS6KqzsJ84g
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 12:09:48.958030 | QGIS#6129 | Jek feedback bot ค้างบ่อย ยม
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-13 13:05:32.933720 | pp4rosie#2007 | jek play 徐小凤 星
[command] Kanoon’s Best Amigos | 2021-11-13 14:10:47.525021 | zearthz#2243 | jek play https://youtu.be/uCquu39Lp3Y
[command] Kanoon’s Best Amigos | 2021-11-13 15:05:50.906585 | pp4rosie#2007 | jek play https://youtu.be/Q8r8H9gIldM
[command] Kanoon’s Best Amigos | 2021-11-13 15:06:00.210137 | pp4rosie#2007 | jek seek 6:53:53
[command] Kanoon’s Best Amigos | 2021-11-13 15:07:24.794169 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=KWuX0m_A4xc&t=718s
[command] Kanoon’s Best Amigos | 2021-11-13 15:08:33.582270 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-13 15:27:12.117987 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=7PXWICUYzk8
[command] Kanoon’s Best Amigos | 2021-11-13 15:27:22.461475 | pp4rosie#2007 | jek refresh
[command] Kanoon’s Best Amigos | 2021-11-13 15:27:43.574468 | pp4rosie#2007 | jek leave
[command] Kanoon’s Best Amigos | 2021-11-13 15:27:47.438423 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=7PXWICUYzk8
[command] Kanoon’s Best Amigos | 2021-11-13 15:45:31.706484 | zearthz#2243 | jek play https://youtu.be/AVqJou2ngpM
[command] Kanoon’s Best Amigos | 2021-11-13 15:46:08.363705 | pp4rosie#2007 | jek feedback บอทเอ๋ออีกแล้ว
[command] Be Better 8 | 2021-11-14 15:21:20.405399 | Enguwu#4435 | Jek match
[command] GLHFGGEZ | 2021-11-14 16:01:03.908236 | เพื่อนมึงไง#5065 | jek checkin
[command] GLHFGGEZ | 2021-11-14 16:01:16.956993 | เพื่อนมึงไง#5065 | jek wallet
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 10:37:14.034642 | QGIS#6129 | jek p le cherry
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 10:38:52.758169 | QGIS#6129 | jek p le temps des cerises
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 11:09:07.227318 | QGIS#6129 | Jek p moon river
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 11:32:15.833289 | QGIS#6129 | jek p fly me to the moon
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 11:43:21.131839 | QGIS#6129 | jek p Autumn Leaves
[command] GLHFGGEZ | 2021-11-15 12:00:37.635166 | เพื่อนมึงไง#5065 | jek checkin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 12:54:11.723324 | pp4rosie#2007 | jek play https://youtu.be/BX7up2NNXd0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 12:58:14.284866 | pp4rosie#2007 | jek play https://youtu.be/sV1iCMcS8IA
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 13:06:35.805308 | pp4rosie#2007 | jek play https://youtu.be/Xu4ZLNfiTq8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 13:12:23.335173 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=qB9iL_ex8ZI&t=2s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 13:35:18.933847 | QGIS#6129 | jek p hearthache
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 13:37:39.601587 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=E5zwMUZYW0I&t=296s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 13:55:58.726444 | pp4rosie#2007 | jek play super idol
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 13:56:24.263637 | pp4rosie#2007 | jek play super idol 低清
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 13:59:54.306689 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=WNPKRjNEZ5E
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 14:04:59.036177 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=k8BjeBvzw9w
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 14:05:21.587316 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 14:05:37.340920 | pp4rosie#2007 | jek resume
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 14:05:40.861652 | pp4rosie#2007 | jek refresh
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 14:05:44.599184 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=k8BjeBvzw9w
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 14:05:51.646542 | pp4rosie#2007 | jek leave
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 14:05:56.941766 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=k8BjeBvzw9w
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 14:06:12.273550 | pp4rosie#2007 | jek leave
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 14:13:51.891722 | pp4rosie#2007 | jek play https://www.youtube.com/watch?v=rcbN2-11ou8
